診療項目代碼,健保支付點數,開始日期,結束日期,英文項目名稱,中文項目名稱,附註
00175B,0000483,20160401,29101231,,一般門診診察費–醫院門診診察費（不含牙科門診） ４．金門馬祖以外之山地離島地區（６）開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方並由本院所自行調劑,1.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。2.處方由本院所自行調劑者，得另申報門診藥事服務費。3.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。4.通則12：3歲(含)以下兒童之門診診察費得依表定點數加計百分之二十。
00176B,0000526,20160401,29101231,,一般門診診察費－醫院門診診察費（不含牙科門診）５．金門馬祖地區：（５）開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方並交付特約藥局調劑,1.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。2.處方由本院所自行調劑者，得另申報門診藥事服務費。3.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。4.通則12：3歲(含)以下兒童之門診診察費得依表定點數加計百分之二十。
00177B,0000505,20160401,29101231,,一般門診診察費－醫院門診診察費（不含牙科門診）５．金門馬祖地區：（６）開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方並由本院所自行調劑,1.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。2.處方由本院所自行調劑者，得另申報門診藥事服務費。3.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。4.通則12：3歲(含)以下兒童之門診診察費得依表定點數加計百分之二十。
00178B,0000332,20160401,29101231,,精神科門診診察費 － 每位醫師每日門診量在四十五人次以下部分(≦45) 1.醫院（2)開具慢性病連續處方並交付特約藥局調劑,1.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。2.處方由本院所自行調劑者，得另申報門診藥事服務費。3.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。4.基層院所精神科門診診察費限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。5.基層院所精神科每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以日計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。通則12：3歲(含)以下兒童之門診診察費得依表定點數加計百分之二十。
00179B,0000310,20160401,29101231,,精神科門診診察費 － 每位醫師每日門診量在四十五人次以下部分(≦45) 1.醫院（4）開具慢性病連續處方並由本院所自行調劑,1.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。2.處方由本院所自行調劑者，得另申報門診藥事服務費。3.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。4.基層院所精神科門診診察費限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。5.基層院所精神科每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以日計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。通則12：3歲(含)以下兒童之門診診察費得依表定點數加計百分之二十。
00180B,0000550,20160401,29101231,,精神科門診診察費 － 每位醫師每日門診量在四十五人次以下部分(≦45)1.醫院（5)開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方並交付特約藥局調劑,1.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。2.處方由本院所自行調劑者，得另申報門診藥事服務費。3.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。4.基層院所精神科門診診察費限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。5.基層院所精神科每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以日計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。通則12：3歲(含)以下兒童之門診診察費得依表定點數加計百分之二十。
00181B,0000528,20160401,29101231,,精神科門診診察費 －每位醫師每日門診量在四十五人次以下部分(≦45) 1.醫院（6)開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方並由本院所自行調劑,1.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。2.處方由本院所自行調劑者，得另申報門診藥事服務費。3.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。4.基層院所精神科門診診察費限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。5.基層院所精神科每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以日計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。通則12：3歲(含)以下兒童之門診診察費得依表定點數加計百分之二十。
00182C,0000369,20090101,29101231,,精神科門診診察費 － 每位醫師每日門診量在四十五人次以下部分(≦45) 2.基層診所（2）開具慢性病連續處方並交付特約藥局調劑,1.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。2.處方由本院所自行調劑者，得另申報門診藥事服務費。3.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。4.本項支付點數含護理費31-41點。5.基層院所精神科門診診察費限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。6.基層院所精神科每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以日計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。通則12：3歲(含)以下兒童之門診診察費得依表定點數加計百分之二十。
00183C,0000348,20090101,29101231,,精神科門診診察費 － 每位醫師每日門診量在四十五人次以下部分(≦45) 2.基層診所（4）開具慢性病連續處方並由本院所自行調劑,1.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。2.處方由本院所自行調劑者，得另申報門診藥事服務費。3.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。4.本項支付點數含護理費31-41點。5.基層院所精神科門診診察費限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。6.基層院所精神科每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以日計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。通則12：3歲(含)以下兒童之門診診察費得依表定點數加計百分之二十。
00184C,0000569,20090101,29101231,,精神科門診診察費 － 每位醫師每日門診量在四十五人次以下部分(≦45) 2.基層診所（5）開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方並交付特約藥局調劑,1.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。2.處方由本院所自行調劑者，得另申報門診藥事服務費。3.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。4.本項支付點數含護理費31-41點。5.基層院所精神科門診診察費限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。6.基層院所精神科每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以日計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。通則12：3歲(含)以下兒童之門診診察費得依表定點數加計百分之二十。
00185C,0000548,20090101,29101231,,精神科門診診察費 － 每位醫師每日門診量在四十五人次以下部分(≦45) 2.基層診所（6）開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方並由本院所自行調劑,1.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。2.處方由本院所自行調劑者，得另申報門診藥事服務費。3.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。4.本項支付點數含護理費31-41點。5.基層院所精神科門診診察費限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。6.基層院所精神科每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以日計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。通則12：3歲(含)以下兒童之門診診察費得依表定點數加計百分之二十。
